Trace1,,
Freq,,Amp
994333139,Hz,-54.39
994666472,Hz,-47.75
994999805,Hz,-44.08
995333138,Hz,-43.81
995666471,Hz,-44.09
995999804,Hz,-46.78
996333137,Hz,-56.52
996666470,Hz,-64.21
996999803,Hz,-63.9
997333136,Hz,-64.62
997666469,Hz,-65.02
997999802,Hz,-63.9
998333135,Hz,-63.7
998666468,Hz,-63.69
998999801,Hz,-63.34
999333134,Hz,-52.53
999666467,Hz,-45.22
999999800,Hz,-42.05
