Trace1,,
Freq,,Amp
881666585,Hz,-64.76
881999918,Hz,-64.37
882333251,Hz,-65.11
882666584,Hz,-64.64
882999917,Hz,-65.3
883333250,Hz,-65.09
883666583,Hz,-64.08
883999916,Hz,-64.26
884333249,Hz,-60.72
884666582,Hz,-52.96
884999915,Hz,-50.37
885333248,Hz,-49.63
885666581,Hz,-50.15
885999914,Hz,-52.87
886333247,Hz,-60.24
886666580,Hz,-64.27
886999913,Hz,-65.27
887333246,Hz,-65.59
887666579,Hz,-64.54
887999912,Hz,-65.14
888333245,Hz,-65.93
888666578,Hz,-65.81
888999911,Hz,-64.93
889333244,Hz,-56.81
889666577,Hz,-50.01
889999910,Hz,-46.1
890333243,Hz,-45.95
890666576,Hz,-46.81
890999909,Hz,-49.58
891333242,Hz,-58.92
891666575,Hz,-65.17
891999908,Hz,-64
892333241,Hz,-65.79
892666574,Hz,-64.95
892999907,Hz,-63.99
893333240,Hz,-64.62
893666573,Hz,-65.34
893999906,Hz,-63.04
894333239,Hz,-54.09
894666572,Hz,-46.52
894999905,Hz,-42.86
895333238,Hz,-42.68
895666571,Hz,-43.25
895999904,Hz,-45.97
896333237,Hz,-56.03
896666570,Hz,-65.12
896999903,Hz,-65.51
897333236,Hz,-64.86
897666569,Hz,-64.87
897999902,Hz,-64.84
898333235,Hz,-64.78
898666568,Hz,-64.75
898999901,Hz,-62.04
899333234,Hz,-51.06
899666567,Hz,-43.44
899999900,Hz,-40.12
900333233,Hz,-39.94
900666566,Hz,-40.44
900999899,Hz,-42.8
901333232,Hz,-52.48
901666565,Hz,-64.01
901999898,Hz,-64.29
902333231,Hz,-64.37
902666564,Hz,-65.44
902999897,Hz,-64.71
903333230,Hz,-65.73
903666563,Hz,-65.98
903999896,Hz,-60.07
904333229,Hz,-49.43
904666562,Hz,-41.8
904999895,Hz,-38.32
905333228,Hz,-38.07
905666561,Hz,-38.43
905999894,Hz,-41.14
906333227,Hz,-51.23
906666560,Hz,-62.81
906999893,Hz,-64.82
907333226,Hz,-64.4
907666559,Hz,-62.98
907999892,Hz,-64.75
