Trace1,,
Freq,,Amp
881666585,Hz,-64.97
881999918,Hz,-64.93
882333251,Hz,-65.22
882666584,Hz,-64.2
882999917,Hz,-64.5
883333250,Hz,-64.74
883666583,Hz,-63.59
883999916,Hz,-65.05
884333249,Hz,-55.52
884666582,Hz,-47.58
884999915,Hz,-44.42
885333248,Hz,-43.82
885666581,Hz,-44.78
885999914,Hz,-47.05
886333247,Hz,-56.34
886666580,Hz,-64.54
886999913,Hz,-64.64
887333246,Hz,-65.3
887666579,Hz,-64.51
887999912,Hz,-63.21
888333245,Hz,-64.21
888666578,Hz,-64.85
888999911,Hz,-62.98
889333244,Hz,-53.92
889666577,Hz,-46.38
889999910,Hz,-42.93
890333243,Hz,-42.78
890666576,Hz,-43.25
890999909,Hz,-45.64
891333242,Hz,-55.4
891666575,Hz,-65
891999908,Hz,-63.87
892333241,Hz,-64.33
892666574,Hz,-63.88
892999907,Hz,-64.53
893333240,Hz,-63.81
893666573,Hz,-64.23
893999906,Hz,-64.65
894333239,Hz,-52.76
894666572,Hz,-45.06
894999905,Hz,-41.81
895333238,Hz,-41.6
895666571,Hz,-41.93
895999904,Hz,-44.58
896333237,Hz,-54.11
896666570,Hz,-64.49
896999903,Hz,-64.82
897333236,Hz,-65.23
897666569,Hz,-63.93
897999902,Hz,-65.11
898333235,Hz,-64.68
898666568,Hz,-63.93
898999901,Hz,-63.65
899333234,Hz,-53.41
899666567,Hz,-45.72
899999900,Hz,-41.75
900333233,Hz,-41.67
900666566,Hz,-42.69
900999899,Hz,-44.78
901333232,Hz,-55.37
901666565,Hz,-62.16
901999898,Hz,-65.03
902333231,Hz,-65.19
902666564,Hz,-65.03
902999897,Hz,-64.27
903333230,Hz,-63.41
903666563,Hz,-63.52
903999896,Hz,-62.76
904333229,Hz,-53.07
904666562,Hz,-45.43
904999895,Hz,-41.73
905333228,Hz,-41.71
905666561,Hz,-42.29
905999894,Hz,-44.72
906333227,Hz,-55.35
906666560,Hz,-64.56
906999893,Hz,-65.05
907333226,Hz,-64.47
907666559,Hz,-64.18
907999892,Hz,-64.45
908333225,Hz,-64.17
908666558,Hz,-65.65
908999891,Hz,-61.64
909333224,Hz,-52.26
909666557,Hz,-44.89
909999890,Hz,-41.44
910333223,Hz,-41.05
910666556,Hz,-41.81
910999889,Hz,-44.18
911333222,Hz,-54.48
911666555,Hz,-64.46
911999888,Hz,-64.58
912333221,Hz,-64.43
912666554,Hz,-64.42
912999887,Hz,-64.19
913333220,Hz,-64.19
913666553,Hz,-63.93
913999886,Hz,-64.26
914333219,Hz,-52.26
914666552,Hz,-44.83
914999885,Hz,-41.34
915333218,Hz,-40.99
915666551,Hz,-41.44
915999884,Hz,-43.92
916333217,Hz,-54.16
916666550,Hz,-64.31
916999883,Hz,-64.33
917333216,Hz,-64
917666549,Hz,-63.72
917999882,Hz,-64.56
918333215,Hz,-65.18
918666548,Hz,-65.16
918999881,Hz,-62.81
919333214,Hz,-52.82
919666547,Hz,-44.97
919999880,Hz,-41.44
920333213,Hz,-41.19
920666546,Hz,-41.95
920999879,Hz,-44.21
921333212,Hz,-53.66
921666545,Hz,-63.27
921999878,Hz,-62.69
922333211,Hz,-63.97
922666544,Hz,-64.86
922999877,Hz,-64.65
923333210,Hz,-64.13
923666543,Hz,-64.23
923999876,Hz,-62.28
924333209,Hz,-52.56
924666542,Hz,-45.37
924999875,Hz,-41.9
925333208,Hz,-41.54
925666541,Hz,-41.92
925999874,Hz,-44.47
926333207,Hz,-53.96
926666540,Hz,-63.96
926999873,Hz,-64.86
927333206,Hz,-64.7
927666539,Hz,-65.17
927999872,Hz,-64.77
928333205,Hz,-64.87
928666538,Hz,-64.18
928999871,Hz,-62.42
929333204,Hz,-53.84
929666537,Hz,-46
929999870,Hz,-42.64
930333203,Hz,-42.41
930666536,Hz,-42.89
930999869,Hz,-45.37
931333202,Hz,-55.02
931666535,Hz,-63.62
931999868,Hz,-65.39
932333201,Hz,-65.18
932666534,Hz,-62.75
932999867,Hz,-63.33
933333200,Hz,-64.73
933666533,Hz,-65.59
933999866,Hz,-63.86
934333199,Hz,-55.18
934666532,Hz,-47.03
934999865,Hz,-44.01
935333198,Hz,-43.87
935666531,Hz,-44.29
935999864,Hz,-46.32
936333197,Hz,-56.48
936666530,Hz,-64.77
936999863,Hz,-65.06
937333196,Hz,-64.54
937666529,Hz,-64.89
937999862,Hz,-64.67
938333195,Hz,-64.52
938666528,Hz,-64.79
938999861,Hz,-63
939333194,Hz,-55.81
939666527,Hz,-48.85
939999860,Hz,-45.34
940333193,Hz,-45.14
940666526,Hz,-45.41
940999859,Hz,-47.88
941333192,Hz,-57.25
941666525,Hz,-64.27
941999858,Hz,-64.99
942333191,Hz,-64.74
942666524,Hz,-65.46
942999857,Hz,-64.51
943333190,Hz,-65.61
943666523,Hz,-64.27
943999856,Hz,-64.18
944333189,Hz,-56.56
944666522,Hz,-48.91
944999855,Hz,-45.47
945333188,Hz,-45.29
945666521,Hz,-45.61
945999854,Hz,-48.27
946333187,Hz,-58.13
946666520,Hz,-64.31
946999853,Hz,-65.48
947333186,Hz,-63.85
947666519,Hz,-63.73
947999852,Hz,-64.79
948333185,Hz,-65.93
948666518,Hz,-64.75
948999851,Hz,-65.05
949333184,Hz,-56.59
949666517,Hz,-48.6
949999850,Hz,-45.43
950333183,Hz,-45.42
950666516,Hz,-45.83
950999849,Hz,-47.79
951333182,Hz,-57.43
951666515,Hz,-64.5
951999848,Hz,-65.54
952333181,Hz,-64.44
952666514,Hz,-65.04
952999847,Hz,-65.04
953333180,Hz,-63.39
953666513,Hz,-65.05
953999846,Hz,-64.48
954333179,Hz,-55.16
954666512,Hz,-48.5
954999845,Hz,-44.78
955333178,Hz,-44.44
955666511,Hz,-44.7
955999844,Hz,-47.29
956333177,Hz,-56.66
956666510,Hz,-63.75
956999843,Hz,-64.68
957333176,Hz,-65.51
957666509,Hz,-65.04
957999842,Hz,-64.38
958333175,Hz,-65.88
958666508,Hz,-64.42
958999841,Hz,-64.76
959333174,Hz,-55.2
959666507,Hz,-47.54
959999840,Hz,-44.09
960333173,Hz,-43.83
960666506,Hz,-44.55
960999839,Hz,-47.27
961333172,Hz,-55.62
961666505,Hz,-64.77
961999838,Hz,-64.74
962333171,Hz,-65.07
962666504,Hz,-64.91
962999837,Hz,-64.21
963333170,Hz,-65.33
963666503,Hz,-64.63
963999836,Hz,-64.22
964333169,Hz,-55.35
964666502,Hz,-47.45
964999835,Hz,-44.96
965333168,Hz,-44.37
965666501,Hz,-44.85
965999834,Hz,-47.35
966333167,Hz,-56.72
966666500,Hz,-64.56
966999833,Hz,-64.78
967333166,Hz,-64.69
967666499,Hz,-64.4
967999832,Hz,-64.14
968333165,Hz,-63.67
968666498,Hz,-62.94
968999831,Hz,-64.57
969333164,Hz,-55.81
969666497,Hz,-49.22
969999830,Hz,-45.64
970333163,Hz,-45.19
970666496,Hz,-45.71
970999829,Hz,-48.12
971333162,Hz,-57.5
971666495,Hz,-64.4
971999828,Hz,-63.2
972333161,Hz,-64.14
972666494,Hz,-65.29
972999827,Hz,-63.79
973333160,Hz,-64.39
973666493,Hz,-63.25
973999826,Hz,-64.93
974333159,Hz,-54.68
974666492,Hz,-47.8
974999825,Hz,-43.96
975333158,Hz,-43.81
975666491,Hz,-44.27
975999824,Hz,-46.9
976333157,Hz,-56.63
976666490,Hz,-64.29
976999823,Hz,-63.91
977333156,Hz,-64.9
977666489,Hz,-64.6
977999822,Hz,-63.75
978333155,Hz,-64.77
978666488,Hz,-64.37
978999821,Hz,-64.25
979333154,Hz,-55.57
979666487,Hz,-48.96
979999820,Hz,-45.32
980333153,Hz,-44.83
980666486,Hz,-45.42
980999819,Hz,-48.22
981333152,Hz,-57.45
981666485,Hz,-65.34
981999818,Hz,-64.77
982333151,Hz,-64.22
982666484,Hz,-64.9
982999817,Hz,-63.9
983333150,Hz,-64.5
983666483,Hz,-64.86
983999816,Hz,-64.06
984333149,Hz,-56.81
