-33.43
-32.82
-32.99
-33.23
-31.98
-30.31
-29.19
-28.7
-28.48
-29.22
-30.51
-31.86
-33.32
-35.8
-39.94
-41.35
-39.44
-39.4
-39.01
-39.27
-40.67
-41.08
-40.61
-40.73
-41.09
-44.55
-51.49
-48.98
-47.48
-45.55
-41.61
-39.08
-37.36
-37.07
-38.12
-40.08
-42.84
-42.37
-43.88
-45.02
-45.07
