Trace1,,
Freq,,Amp
800000000,Hz,-33.43
800333333,Hz,-33.11
800666666,Hz,-33.44
800999999,Hz,-35.57
801333332,Hz,-44.94
801666665,Hz,-57.87
801999998,Hz,-64.46
802333331,Hz,-64.93
802666664,Hz,-63.85
802999997,Hz,-63.54
803333330,Hz,-65.04
803666663,Hz,-64.63
803999996,Hz,-56.87
804333329,Hz,-44.81
804666662,Hz,-36.53
804999995,Hz,-32.82
805333328,Hz,-32.65
805666661,Hz,-33.03
805999994,Hz,-35.35
806333327,Hz,-45.07
806666660,Hz,-58.82
806999993,Hz,-64.14
807333326,Hz,-63.66
807666659,Hz,-64.39
807999992,Hz,-64.55
808333325,Hz,-62.98
808666658,Hz,-64.58
808999991,Hz,-57.94
809333324,Hz,-44.23
809666657,Hz,-36.58
809999990,Hz,-32.99
810333323,Hz,-32.88
810666656,Hz,-33.3
810999989,Hz,-35.48
811333322,Hz,-45.88
811666655,Hz,-58.42
811999988,Hz,-64.37
812333321,Hz,-64.03
812666654,Hz,-64.42
812999987,Hz,-64.7
813333320,Hz,-63.98
813666653,Hz,-64.14
813999986,Hz,-58.59
814333319,Hz,-44.48
814666652,Hz,-36.76
814999985,Hz,-33.23
815333318,Hz,-33.04
815666651,Hz,-33.49
815999984,Hz,-35.99
816333317,Hz,-45.94
816666650,Hz,-57.96
816999983,Hz,-64.86
817333316,Hz,-65
817666649,Hz,-65.34
817999982,Hz,-64.25
818333315,Hz,-63.56
818666648,Hz,-65.18
818999981,Hz,-56.43
819333314,Hz,-43.3
819666647,Hz,-35.39
819999980,Hz,-31.98
820333313,Hz,-31.8
820666646,Hz,-32.26
820999979,Hz,-34.69
821333312,Hz,-44.91
821666645,Hz,-57.52
821999978,Hz,-64.16
822333311,Hz,-64.69
822666644,Hz,-63.32
822999977,Hz,-64.59
823333310,Hz,-62.78
823666643,Hz,-64.2
823999976,Hz,-54.51
824333309,Hz,-41.74
824666642,Hz,-33.83
824999975,Hz,-30.31
825333308,Hz,-30.19
825666641,Hz,-30.63
825999974,Hz,-33
826333307,Hz,-43.36
826666640,Hz,-55.58
826999973,Hz,-63.74
827333306,Hz,-64.49
827666639,Hz,-64.43
827999972,Hz,-64.35
828333305,Hz,-64.64
828666638,Hz,-65.82
828999971,Hz,-53.42
829333304,Hz,-40.35
829666637,Hz,-32.63
829999970,Hz,-29.19
830333303,Hz,-28.98
830666636,Hz,-29.47
830999969,Hz,-31.91
831333302,Hz,-42.06
831666635,Hz,-56.16
831999968,Hz,-64.77
832333301,Hz,-64.83
832666634,Hz,-64.46
832999967,Hz,-64.35
833333300,Hz,-65.76
833666633,Hz,-64.24
833999966,Hz,-53.3
834333299,Hz,-39.96
834666632,Hz,-32.17
834999965,Hz,-28.7
835333298,Hz,-28.5
835666631,Hz,-28.97
835999964,Hz,-31.53
836333297,Hz,-41.64
836666630,Hz,-55.97
836999963,Hz,-65.06
837333296,Hz,-65.16
837666629,Hz,-65.14
837999962,Hz,-64.07
838333295,Hz,-65.05
838666628,Hz,-65.83
838999961,Hz,-53.93
839333294,Hz,-39.93
839666627,Hz,-31.93
839999960,Hz,-28.48
840333293,Hz,-28.32
840666626,Hz,-28.84
840999959,Hz,-31.21
841333292,Hz,-41.8
841666625,Hz,-55.42
841999958,Hz,-64.53
842333291,Hz,-64.01
842666624,Hz,-64.33
842999957,Hz,-63.54
843333290,Hz,-64.73
843666623,Hz,-65.04
843999956,Hz,-53.87
844333289,Hz,-40.48
844666622,Hz,-32.67
844999955,Hz,-29.22
845333288,Hz,-29
