Trace1,,
Freq,,Amp
800000000,Hz,-51.72
800333333,Hz,-51.89
800666666,Hz,-52.14
800999999,Hz,-54.35
801333332,Hz,-62.63
801666665,Hz,-65.56
801999998,Hz,-65.4
802333331,Hz,-66.08
802666664,Hz,-64.85
802999997,Hz,-65.49
803333330,Hz,-65.33
803666663,Hz,-65.45
803999996,Hz,-65.8
804333329,Hz,-62.62
804666662,Hz,-56.08
804999995,Hz,-52.76
805333328,Hz,-52.88
805666661,Hz,-53.53
805999994,Hz,-55.24
806333327,Hz,-63.83
806666660,Hz,-65.79
806999993,Hz,-65.98
807333326,Hz,-65.35
807666659,Hz,-65.08
807999992,Hz,-65.67
808333325,Hz,-65.8
808666658,Hz,-65
808999991,Hz,-66.18
809333324,Hz,-63.59
809666657,Hz,-58.76
809999990,Hz,-55.74
810333323,Hz,-55.65
810666656,Hz,-56.09
810999989,Hz,-58.38
811333322,Hz,-65.67
811666655,Hz,-65.17
811999988,Hz,-65.88
812333321,Hz,-66.52
812666654,Hz,-65.75
812999987,Hz,-65.48
813333320,Hz,-65.42
813666653,Hz,-65.11
813999986,Hz,-65.34
814333319,Hz,-65.1
814666652,Hz,-60.93
814999985,Hz,-57.83
815333318,Hz,-58.32
815666651,Hz,-58.41
815999984,Hz,-61.11
816333317,Hz,-65.12
816666650,Hz,-65.5
816999983,Hz,-65.76
817333316,Hz,-66.18
817666649,Hz,-65.72
817999982,Hz,-63.92
818333315,Hz,-65.8
818666648,Hz,-65.66
818999981,Hz,-64.77
819333314,Hz,-61.99
819666647,Hz,-58.77
819999980,Hz,-54.43
820333313,Hz,-54.06
820666646,Hz,-55.09
820999979,Hz,-57.27
821333312,Hz,-62.71
821666645,Hz,-66.39
821999978,Hz,-65.4
822333311,Hz,-64.57
822666644,Hz,-64.33
822999977,Hz,-66.02
823333310,Hz,-65.25
823666643,Hz,-64.96
823999976,Hz,-65.03
824333309,Hz,-59.27
824666642,Hz,-53
824999975,Hz,-49.8
825333308,Hz,-49.25
825666641,Hz,-49.66
825999974,Hz,-52.82
826333307,Hz,-61.35
826666640,Hz,-65.81
826999973,Hz,-65.98
827333306,Hz,-65.66
827666639,Hz,-66.61
827999972,Hz,-65.47
828333305,Hz,-66.42
828666638,Hz,-66.37
828999971,Hz,-65.1
829333304,Hz,-57.45
829666637,Hz,-50.26
829999970,Hz,-47.08
830333303,Hz,-46.8
830666636,Hz,-46.96
830999969,Hz,-49.72
831333302,Hz,-59.2
831666635,Hz,-64.86
831999968,Hz,-65.78
832333301,Hz,-65.89
832666634,Hz,-66.09
832999967,Hz,-65.11
833333300,Hz,-65.63
833666633,Hz,-65.78
833999966,Hz,-65.37
834333299,Hz,-57.03
834666632,Hz,-49.69
834999965,Hz,-46.77
835333298,Hz,-46.5
835666631,Hz,-46.82
835999964,Hz,-49.57
836333297,Hz,-58.96
836666630,Hz,-65.8
836999963,Hz,-66.16
837333296,Hz,-64.87
837666629,Hz,-65.69
837999962,Hz,-65.7
838333295,Hz,-64.31
838666628,Hz,-65.8
838999961,Hz,-64.82
839333294,Hz,-56.59
839666627,Hz,-49.17
839999960,Hz,-46.1
840333293,Hz,-45.78
840666626,Hz,-46.27
840999959,Hz,-49.08
841333292,Hz,-58.32
